TimeStamp,ECG,PPG,HR
13:20:20,1566,-16724,-1696
13:20:20,1566,-16724,-1696
13:20:20,1426,-16722,-1681
13:20:20,1426,-16722,-1681
13:20:20,1426,-16722,-1681
13:20:20,1426,-16722,-1681
13:20:20,1404,-16709,-1665
13:20:20,1404,-16709,-1665
13:20:20,1404,-16709,-1665
13:20:21,1404,-16709,-1665
13:20:21,1303,-16701,-1641
13:20:21,1303,-16701,-1641
13:20:21,1303,-16701,-1641
13:20:21,1303,-16701,-1641
13:20:21,1323,-16710,-1639
13:20:21,1323,-16710,-1639
13:20:21,1323,-16710,-1639
13:20:21,1323,-16710,-1639
13:20:21,1322,-16695,-1637
13:20:21,1322,-16695,-1637
13:20:21,1322,-16695,-1637
13:20:21,1322,-16695,-1637
13:20:21,1228,-16703,-1612
13:20:21,1228,-16703,-1612
13:20:21,1228,-16703,-1612
13:20:21,1228,-16703,-1612
13:20:21,1155,-16685,-1610
13:20:21,1155,-16685,-1610
13:20:21,1155,-16685,-1610
13:20:21,1155,-16685,-1610
13:20:21,1157,-16680,-1581
13:20:21,1157,-16680,-1581
13:20:21,1157,-16680,-1581
13:20:21,1157,-16680,-1581
13:20:21,1164,-16663,-1554
13:20:21,1164,-16663,-1554
13:20:21,1164,-16663,-1554
13:20:21,1164,-16663,-1554
13:20:21,1084,-16651,-1530
13:20:21,1084,-16651,-1530
13:20:21,1084,-16651,-1530
13:20:21,1084,-16651,-1530
13:20:21,922,-16646,-1514
13:20:21,922,-16646,-1514
13:20:21,922,-16646,-1514
13:20:21,922,-16646,-1514
13:20:21,1020,-16649,-1538
13:20:21,1020,-16649,-1538
13:20:21,1020,-16649,-1538
13:20:21,1020,-16649,-1538
13:20:21,871,-16757,-1805
13:20:21,871,-16757,-1805
13:20:21,871,-16757,-1805
13:20:21,871,-16757,-1805
13:20:21,822,-16970,-2337
13:20:21,822,-16970,-2337
13:20:21,822,-16970,-2337
13:20:21,822,-16970,-2337
13:20:21,805,-17078,-2612
13:20:21,805,-17078,-2612
13:20:21,805,-17078,-2612
13:20:21,805,-17078,-2612
13:20:21,805,-17116,-2703
13:20:21,805,-17116,-2703
13:20:21,805,-17116,-2703
13:20:21,805,-17116,-2703
13:20:21,776,-17113,-2702
13:20:21,776,-17113,-2702
13:20:21,776,-17113,-2702
13:20:21,776,-17113,-2702
13:20:21,613,-17075,-2622
13:20:21,613,-17075,-2622
13:20:21,613,-17075,-2622
13:20:21,613,-17075,-2622
13:20:21,447,-17013,-2506
13:20:21,447,-17013,-2506
13:20:21,447,-17013,-2506
13:20:21,447,-17013,-2506
13:20:21,443,-16976,-2379
13:20:21,443,-16976,-2379
13:20:21,443,-16976,-2379
13:20:21,443,-16976,-2379
13:20:21,383,-16940,-2310
13:20:21,383,-16940,-2310
13:20:21,383,-16940,-2310
13:20:21,383,-16940,-2310
13:20:21,430,-16923,-2265
13:20:21,430,-16923,-2265
13:20:21,430,-16923,-2265
13:20:21,430,-16923,-2265
13:20:21,263,-16933,-2273
13:20:21,263,-16933,-2273
13:20:21,263,-16933,-2273
13:20:21,263,-16933,-2273
13:20:21,239,-16947,-2295
13:20:21,239,-16947,-2295
13:20:21,239,-16947,-2295
13:20:21,239,-16947,-2295
13:20:21,180,-16928,-2275
13:20:21,180,-16928,-2275
13:20:21,180,-16928,-2275
13:20:21,180,-16928,-2275
13:20:21,190,-16929,-2258
13:20:21,190,-16929,-2258
13:20:21,190,-16929,-2258
13:20:21,190,-16929,-2258
13:20:21,140,-16929,-2268
13:20:21,140,-16929,-2268
13:20:21,140,-16929,-2268
13:20:21,140,-16929,-2268
13:20:21,84,-16943,-2303
13:20:21,84,-16943,-2303
13:20:21,84,-16943,-2303
13:20:21,84,-16943,-2303
13:20:21,12,-16954,-2317
13:20:21,12,-16954,-2317
13:20:21,12,-16954,-2317
13:20:21,12,-16954,-2317
13:20:21,-15,-16953,-2330
13:20:21,-15,-16953,-2330
13:20:21,-15,-16953,-2330
13:20:21,-15,-16953,-2330
13:20:21,-148,-16952,-2310
13:20:21,-148,-16952,-2310
13:20:21,-148,-16952,-2310
13:20:21,-148,-16952,-2310
13:20:21,-189,-16938,-2270
13:20:21,-189,-16938,-2270
13:20:21,-189,-16938,-2270
13:20:21,-189,-16938,-2270
13:20:21,-290,-16926,-2215
13:20:21,-290,-16926,-2215
13:20:21,-290,-16926,-2215
13:20:21,-290,-16926,-2215
13:20:21,-394,-16897,-2160
13:20:21,-394,-16897,-2160
13:20:21,-394,-16897,-2160
13:20:21,-394,-16897,-2160
13:20:21,-378,-16877,-2116
13:20:21,-378,-16877,-2116
13:20:21,-378,-16877,-2116
13:20:21,-378,-16877,-2116
13:20:21,-391,-16864,-2064
13:20:21,-391,-16864,-2064
13:20:21,-391,-16864,-2064
13:20:21,-391,-16864,-2064
13:20:21,-437,-16847,-2016
13:20:21,-437,-16847,-2016
13:20:21,-437,-16847,-2016
13:20:21,-437,-16847,-2016
13:20:21,-479,-16826,-1976
13:20:21,-479,-16826,-1976
13:20:21,-479,-16826,-1976
13:20:21,-479,-16826,-1976
13:20:21,-378,-16813,-1945
13:20:21,-378,-16813,-1945
13:20:21,-378,-16813,-1945
13:20:21,-378,-16813,-1945
13:20:21,-602,-16813,-1925
13:20:21,-602,-16813,-1925
13:20:21,-602,-16813,-1925
13:20:21,-602,-16813,-1925
13:20:21,-698,-16800,-1911
13:20:21,-698,-16800,-1911
13:20:21,-698,-16800,-1911
13:20:21,-698,-16800,-1911
13:20:21,-753,-16802,-1902
13:20:21,-753,-16802,-1902
13:20:21,-753,-16802,-1902
13:20:21,-753,-16802,-1902
13:20:21,-677,-16799,-1899
13:20:21,-677,-16799,-1899
13:20:21,-677,-16799,-1899
13:20:21,-677,-16799,-1899
13:20:21,-776,-16790,-1900
13:20:21,-776,-16790,-1900
13:20:21,-776,-16790,-1900
13:20:21,-776,-16790,-1900
13:20:21,-863,-16794,-1892
13:20:21,-863,-16794,-1892
13:20:21,-863,-16794,-1892
13:20:21,-863,-16794,-1892
13:20:21,-976,-16794,-1890
13:20:21,-976,-16794,-1890
13:20:21,-976,-16794,-1890
13:20:21,-976,-16794,-1890
13:20:21,-977,-16788,-1875
13:20:21,-977,-16788,-1875
13:20:21,-977,-16788,-1875
13:20:21,-977,-16788,-1875
13:20:21,-991,-16781,-1856
13:20:21,-991,-16781,-1856
13:20:21,-991,-16781,-1856
13:20:21,-991,-16781,-1856
13:20:21,-877,-16773,-1840
13:20:21,-877,-16773,-1840
13:20:21,-877,-16773,-1840
13:20:21,-877,-16773,-1840
13:20:21,-1070,-16771,-1842
13:20:21,-1070,-16771,-1842
13:20:21,-1070,-16771,-1842
13:20:21,-1070,-16771,-1842
13:20:21,-1113,-16756,-1823
13:20:21,-1113,-16756,-1823
13:20:21,-1113,-16756,-1823
13:20:21,-1113,-16756,-1823
13:20:21,-1181,-16757,-1825
13:20:21,-1181,-16757,-1825
13:20:21,-1181,-16757,-1825
13:20:22,-1181,-16757,-1825
13:20:22,-1115,-16757,-1822
13:20:22,-1115,-16757,-1822
13:20:22,-1115,-16757,-1822
13:20:22,-1115,-16757,-1822
13:20:22,-1157,-16755,-1831
13:20:22,-1157,-16755,-1831
13:20:22,-1157,-16755,-1831
13:20:22,-1157,-16755,-1831
13:20:22,-1176,-16752,-1815
13:20:22,-1176,-16752,-1815
13:20:22,-1176,-16752,-1815
13:20:22,-1176,-16752,-1815
13:20:22,-1236,-16744,-1768
13:20:22,-1236,-16744,-1768
13:20:22,-1236,-16744,-1768
13:20:22,-1236,-16744,-1768
13:20:22,-1251,-16732,-1695
13:20:22,-1251,-16732,-1695
13:20:22,-1251,-16732,-1695
13:20:22,-1251,-16732,-1695
13:20:22,-1331,-16724,-1648
13:20:22,-1331,-16724,-1648
13:20:22,-1331,-16724,-1648
13:20:22,-1331,-16724,-1648
13:20:22,-1303,-16710,-1631
13:20:22,-1303,-16710,-1631
13:20:22,-1303,-16710,-1631
13:20:22,-1303,-16710,-1631
13:20:22,-1265,-16706,-1619
13:20:22,-1265,-16706,-1619
13:20:22,-1265,-16706,-1619
13:20:22,-1265,-16706,-1619
13:20:22,-1403,-16730,-1668
13:20:22,-1403,-16730,-1668
13:20:22,-1403,-16730,-1668
13:20:22,-1403,-16730,-1668
13:20:22,-1333,-16831,-1946
13:20:22,-1333,-16831,-1946
13:20:22,-1333,-16831,-1946
13:20:22,-1333,-16831,-1946
13:20:22,-1419,-17030,-2452
13:20:22,-1419,-17030,-2452
13:20:22,-1419,-17030,-2452
13:20:22,-1419,-17030,-2452
13:20:22,-1380,-17138,-2719
13:20:22,-1380,-17138,-2719
13:20:22,-1380,-17138,-2719
13:20:22,-1380,-17138,-2719
13:20:22,-1427,-17173,-2840
13:20:22,-1427,-17173,-2840
13:20:22,-1427,-17173,-2840
13:20:22,-1427,-17173,-2840
13:20:22,-1469,-17175,-2854
13:20:22,-1469,-17175,-2854
13:20:22,-1469,-17175,-2854
13:20:22,-1469,-17175,-2854
13:20:22,-1429,-17163,-2840
13:20:22,-1429,-17163,-2840
13:20:22,-1429,-17163,-2840
13:20:22,-1429,-17163,-2840
13:20:22,-1389,-17127,-2797
13:20:22,-1389,-17127,-2797
13:20:22,-1389,-17127,-2797
13:20:22,-1389,-17127,-2797
13:20:22,-1439,-17097,-2720
13:20:22,-1439,-17097,-2720
13:20:22,-1439,-17097,-2720
13:20:22,-1439,-17097,-2720
13:20:22,-1454,-17086,-2660
13:20:22,-1454,-17086,-2660
13:20:22,-1454,-17086,-2660
13:20:22,-1454,-17086,-2660
13:20:22,-1363,-17081,-2639
13:20:22,-1363,-17081,-2639
13:20:22,-1363,-17081,-2639
13:20:22,-1363,-17081,-2639
13:20:22,-1469,-17078,-2631
13:20:22,-1469,-17078,-2631
13:20:22,-1469,-17078,-2631
13:20:22,-1469,-17078,-2631
13:20:22,-1537,-17092,-2636
13:20:22,-1537,-17092,-2636
13:20:22,-1537,-17092,-2636
13:20:22,-1537,-17092,-2636
13:20:22,-1596,-17081,-2603
13:20:22,-1596,-17081,-2603
13:20:22,-1596,-17081,-2603
13:20:22,-1596,-17081,-2603
13:20:22,-1489,-17070,-2569
13:20:22,-1489,-17070,-2569
13:20:22,-1489,-17070,-2569
13:20:22,-1489,-17070,-2569
13:20:22,-1443,-17063,-2555
13:20:22,-1443,-17063,-2555
13:20:22,-1443,-17063,-2555
13:20:22,-1443,-17063,-2555
13:20:22,-1492,-17063,-2563
13:20:22,-1492,-17063,-2563
13:20:22,-1492,-17063,-2563
13:20:22,-1492,-17063,-2563
13:20:22,-1462,-17075,-2573
13:20:22,-1462,-17075,-2573
13:20:22,-1462,-17075,-2573
13:20:22,-1462,-17075,-2573
13:20:22,-1465,-17080,-2583
13:20:22,-1465,-17080,-2583
13:20:22,-1465,-17080,-2583
13:20:22,-1465,-17080,-2583
13:20:22,-1518,-17067,-2589
13:20:22,-1518,-17067,-2589
13:20:22,-1518,-17067,-2589
13:20:22,-1518,-17067,-2589
13:20:22,-1458,-17052,-2548
13:20:22,-1458,-17052,-2548
13:20:22,-1458,-17052,-2548
13:20:22,-1458,-17052,-2548
13:20:22,-1548,-17036,-2516
13:20:22,-1548,-17036,-2516
13:20:22,-1548,-17036,-2516
13:20:22,-1548,-17036,-2516
13:20:22,-1580,-17011,-2463
13:20:22,-1580,-17011,-2463
13:20:22,-1580,-17011,-2463
13:20:22,-1580,-17011,-2463
13:20:22,-1492,-16994,-2408
13:20:22,-1492,-16994,-2408
13:20:22,-1492,-16994,-2408
13:20:22,-1492,-16994,-2408
13:20:22,-1412,-16970,-2338
13:20:22,-1412,-16970,-2338
13:20:22,-1412,-16970,-2338
13:20:22,-1412,-16970,-2338
13:20:22,-1407,-16949,-2286
13:20:22,-1407,-16949,-2286
13:20:22,-1407,-16949,-2286
13:20:22,-1407,-16949,-2286
13:20:22,-1445,-16934,-2239
13:20:22,-1445,-16934,-2239
13:20:22,-1445,-16934,-2239
13:20:22,-1445,-16934,-2239
13:20:22,-1452,-16928,-2198
13:20:22,-1452,-16928,-2198
13:20:22,-1452,-16928,-2198
13:20:22,-1452,-16928,-2198
13:20:22,-1444,-16901,-2172
13:20:22,-1444,-16901,-2172
13:20:22,-1444,-16901,-2172
13:20:22,-1444,-16901,-2172
13:20:22,-1440,-16903,-2143
13:20:22,-1440,-16903,-2143
13:20:22,-1440,-16903,-2143
13:20:22,-1440,-16903,-2143
13:20:22,-1423,-16887,-2096
13:20:22,-1423,-16887,-2096
13:20:22,-1423,-16887,-2096
13:20:22,-1423,-16887,-2096
13:20:22,-1382,-16879,-2088
13:20:22,-1382,-16879,-2088
13:20:22,-1382,-16879,-2088
13:20:22,-1382,-16879,-2088
13:20:22,-1479,-16871,-2076
13:20:22,-1479,-16871,-2076
13:20:22,-1479,-16871,-2076
13:20:22,-1479,-16871,-2076
13:20:22,-1443,-16866,-2067
13:20:22,-1443,-16866,-2067
13:20:22,-1443,-16866,-2067
13:20:22,-1443,-16866,-2067
13:20:22,-1429,-16865,-2047
13:20:22,-1429,-16865,-2047
13:20:22,-1429,-16865,-2047
13:20:22,-1429,-16865,-2047
13:20:22,-1401,-16856,-2029
13:20:22,-1401,-16856,-2029
13:20:22,-1401,-16856,-2029
13:20:22,-1401,-16856,-2029
13:20:22,-1384,-16849,-2014
13:20:22,-1384,-16849,-2014
13:20:22,-1384,-16849,-2014
13:20:22,-1384,-16849,-2014
13:20:22,-1387,-16846,-1978
13:20:22,-1387,-16846,-1978
13:20:22,-1387,-16846,-1978
13:20:22,-1387,-16846,-1978
13:20:22,-1382,-16839,-1951
13:20:22,-1382,-16839,-1951
13:20:22,-1382,-16839,-1951
13:20:22,-1382,-16839,-1951
13:20:22,-1263,-16821,-1943
13:20:22,-1263,-16821,-1943
13:20:22,-1263,-16821,-1943
13:20:22,-1263,-16821,-1943
13:20:22,-1294,-16815,-1901
13:20:22,-1294,-16815,-1901
13:20:22,-1294,-16815,-1901
13:20:22,-1294,-16815,-1901
13:20:22,-1322,-16814,-1892
13:20:22,-1322,-16814,-1892
13:20:23,-1322,-16814,-1892
13:20:23,-1322,-16814,-1892
13:20:23,-1368,-16803,-1854
13:20:23,-1368,-16803,-1854
13:20:23,-1368,-16803,-1854
13:20:23,-1368,-16803,-1854
13:20:23,-1352,-16798,-1838
13:20:23,-1352,-16798,-1838
13:20:23,-1352,-16798,-1838
13:20:23,-1352,-16798,-1838
13:20:23,-1274,-16789,-1812
13:20:23,-1274,-16789,-1812
13:20:23,-1274,-16789,-1812
13:20:23,-1274,-16789,-1812
13:20:23,-1212,-16789,-1785
13:20:23,-1212,-16789,-1785
13:20:23,-1212,-16789,-1785
13:20:23,-1212,-16789,-1785
13:20:23,-1206,-16764,-1766
13:20:23,-1206,-16764,-1766
13:20:23,-1206,-16764,-1766
13:20:23,-1206,-16764,-1766
13:20:23,-1352,-16778,-1788
13:20:23,-1352,-16778,-1788
13:20:23,-1352,-16778,-1788
13:20:23,-1352,-16778,-1788
13:20:23,-1174,-16819,-1896
13:20:23,-1174,-16819,-1896
13:20:23,-1174,-16819,-1896
13:20:23,-1174,-16819,-1896
13:20:23,-1226,-16990,-2312
13:20:23,-1226,-16990,-2312
13:20:23,-1226,-16990,-2312
13:20:23,-1226,-16990,-2312
13:20:23,-1228,-17129,-2659
13:20:23,-1228,-17129,-2659
13:20:23,-1228,-17129,-2659
13:20:23,-1228,-17129,-2659
13:20:23,-1162,-17199,-2808
13:20:23,-1162,-17199,-2808
13:20:23,-1162,-17199,-2808
13:20:23,-1162,-17199,-2808
13:20:23,-1205,-17214,-2861
13:20:23,-1205,-17214,-2861
13:20:23,-1205,-17214,-2861
13:20:23,-1205,-17214,-2861
13:20:23,-1135,-17198,-2817
13:20:23,-1135,-17198,-2817
13:20:23,-1135,-17198,-2817
13:20:23,-1135,-17198,-2817
13:20:23,-1143,-17149,-2730
13:20:23,-1143,-17149,-2730
13:20:23,-1143,-17149,-2730
13:20:23,-1143,-17149,-2730
13:20:23,-1094,-17103,-2622
13:20:23,-1094,-17103,-2622
13:20:23,-1094,-17103,-2622
13:20:23,-1094,-17103,-2622
13:20:23,-1151,-17057,-2527
13:20:23,-1151,-17057,-2527
13:20:23,-1151,-17057,-2527
13:20:23,-1151,-17057,-2527
13:20:23,-1143,-17033,-2461
13:20:23,-1143,-17033,-2461
13:20:23,-1143,-17033,-2461
13:20:23,-1143,-17033,-2461
13:20:23,-1044,-17033,-2435
13:20:23,-1044,-17033,-2435
13:20:23,-1044,-17033,-2435
13:20:23,-1044,-17033,-2435
13:20:23,-1020,-17034,-2456
13:20:23,-1020,-17034,-2456
13:20:23,-1020,-17034,-2456
13:20:23,-1020,-17034,-2456
13:20:23,-1098,-17025,-2480
13:20:23,-1098,-17025,-2480
13:20:23,-1098,-17025,-2480
13:20:23,-1098,-17025,-2480
13:20:23,-1017,-17022,-2477
13:20:23,-1017,-17022,-2477
13:20:23,-1017,-17022,-2477
13:20:23,-1017,-17022,-2477
13:20:23,-982,-17031,-2483
13:20:23,-982,-17031,-2483
13:20:23,-982,-17031,-2483
13:20:23,-982,-17031,-2483
13:20:23,-1026,-17059,-2527
13:20:23,-1026,-17059,-2527
13:20:23,-1026,-17059,-2527
13:20:23,-1026,-17059,-2527
13:20:23,-939,-17075,-2560
13:20:23,-939,-17075,-2560
13:20:23,-939,-17075,-2560
13:20:23,-939,-17075,-2560
13:20:23,-907,-17075,-2561
13:20:23,-907,-17075,-2561
13:20:23,-907,-17075,-2561
13:20:23,-907,-17075,-2561
13:20:23,-880,-17068,-2519
13:20:23,-880,-17068,-2519
13:20:23,-880,-17068,-2519
13:20:23,-880,-17068,-2519
13:20:23,-868,-17052,-2454
13:20:23,-868,-17052,-2454
13:20:23,-868,-17052,-2454
13:20:23,-868,-17052,-2454
13:20:23,-884,-17014,-2350
13:20:23,-884,-17014,-2350
13:20:23,-884,-17014,-2350
13:20:23,-884,-17014,-2350
13:20:23,-833,-16983,-2273
13:20:23,-833,-16983,-2273
13:20:23,-833,-16983,-2273
13:20:23,-833,-16983,-2273
13:20:23,-859,-16953,-2190
13:20:23,-859,-16953,-2190
13:20:23,-859,-16953,-2190
13:20:23,-859,-16953,-2190
13:20:23,-802,-16937,-2164
13:20:23,-802,-16937,-2164
13:20:23,-802,-16937,-2164
13:20:23,-802,-16937,-2164
13:20:23,-733,-16941,-2142
13:20:23,-733,-16941,-2142
13:20:23,-733,-16941,-2142
13:20:23,-733,-16941,-2142
13:20:23,-743,-16916,-2103
13:20:23,-743,-16916,-2103
13:20:23,-743,-16916,-2103
13:20:23,-743,-16916,-2103
13:20:23,-687,-16902,-2075
13:20:23,-687,-16902,-2075
13:20:23,-687,-16902,-2075
13:20:23,-687,-16902,-2075
13:20:23,-627,-16890,-2014
13:20:23,-627,-16890,-2014
13:20:23,-627,-16890,-2014
13:20:23,-627,-16890,-2014
13:20:23,-644,-16881,-1976
13:20:23,-644,-16881,-1976
13:20:23,-644,-16881,-1976
13:20:23,-644,-16881,-1976
13:20:23,-574,-16870,-1948
13:20:23,-574,-16870,-1948
13:20:23,-574,-16870,-1948
13:20:23,-574,-16870,-1948
13:20:23,-613,-16857,-1932
13:20:23,-613,-16857,-1932
13:20:23,-613,-16857,-1932
13:20:23,-613,-16857,-1932
13:20:23,-570,-16844,-1917
13:20:23,-570,-16844,-1917
13:20:23,-570,-16844,-1917
13:20:23,-570,-16844,-1917
13:20:23,-524,-16845,-1895
13:20:23,-524,-16845,-1895
13:20:23,-524,-16845,-1895
13:20:23,-524,-16845,-1895
13:20:23,-493,-16852,-1877
13:20:23,-493,-16852,-1877
13:20:23,-493,-16852,-1877
13:20:23,-493,-16852,-1877
13:20:23,-366,-16835,-1860
13:20:23,-366,-16835,-1860
13:20:23,-366,-16835,-1860
13:20:23,-366,-16835,-1860
13:20:23,-230,-16843,-1836
13:20:23,-230,-16843,-1836
13:20:23,-230,-16843,-1836
13:20:23,-230,-16843,-1836
13:20:23,-313,-16847,-1845
13:20:23,-313,-16847,-1845
13:20:23,-313,-16847,-1845
13:20:23,-313,-16847,-1845
13:20:23,-374,-16843,-1837
13:20:23,-374,-16843,-1837
13:20:23,-374,-16843,-1837
13:20:23,-374,-16843,-1837
13:20:23,-312,-16836,-1820
13:20:23,-312,-16836,-1820
13:20:23,-312,-16836,-1820
13:20:23,-312,-16836,-1820
13:20:23,-173,-16815,-1805
13:20:23,-173,-16815,-1805
13:20:23,-173,-16815,-1805
13:20:23,-173,-16815,-1805
13:20:23,-162,-16804,-1760
13:20:23,-162,-16804,-1760
13:20:23,-162,-16804,-1760
13:20:23,-162,-16804,-1760
13:20:23,-83,-16786,-1733
13:20:23,-83,-16786,-1733
13:20:23,-83,-16786,-1733
13:20:23,-83,-16786,-1733
13:20:23,-18,-16764,-1682
13:20:23,-18,-16764,-1682
13:20:23,-18,-16764,-1682
13:20:23,-18,-16764,-1682
13:20:23,-20,-16776,-1698
13:20:23,-20,-16776,-1698
13:20:24,-20,-16776,-1698
13:20:24,-20,-16776,-1698
13:20:24,-41,-16860,-1938
13:20:24,-41,-16860,-1938
13:20:24,-41,-16860,-1938
13:20:24,-41,-16860,-1938
13:20:24,148,-17059,-2428
13:20:24,148,-17059,-2428
13:20:24,148,-17059,-2428
13:20:24,148,-17059,-2428
13:20:24,252,-17176,-2698
13:20:24,252,-17176,-2698
13:20:24,252,-17176,-2698
13:20:24,252,-17176,-2698
13:20:24,170,-17220,-2834
13:20:24,170,-17220,-2834
13:20:24,170,-17220,-2834
13:20:24,170,-17220,-2834
13:20:24,215,-17224,-2835
13:20:24,215,-17224,-2835
13:20:24,215,-17224,-2835
13:20:24,215,-17224,-2835
13:20:24,241,-17194,-2774
13:20:24,241,-17194,-2774
13:20:24,241,-17194,-2774
13:20:24,241,-17194,-2774
13:20:24,336,-17163,-2692
13:20:24,336,-17163,-2692
13:20:24,336,-17163,-2692
13:20:24,336,-17163,-2692
13:20:24,446,-17114,-2593
13:20:24,446,-17114,-2593
13:20:24,446,-17114,-2593
13:20:24,446,-17114,-2593
13:20:24,527,-17100,-2549
13:20:24,527,-17100,-2549
13:20:24,527,-17100,-2549
13:20:24,527,-17100,-2549
13:20:24,592,-17091,-2531
13:20:24,592,-17091,-2531
13:20:24,592,-17091,-2531
13:20:24,592,-17091,-2531
13:20:24,607,-17083,-2516
13:20:24,607,-17083,-2516
13:20:24,607,-17083,-2516
13:20:24,607,-17083,-2516
13:20:24,660,-17070,-2494
13:20:24,660,-17070,-2494
13:20:24,660,-17070,-2494
13:20:24,660,-17070,-2494
13:20:24,686,-17058,-2456
13:20:24,686,-17058,-2456
13:20:24,686,-17058,-2456
13:20:24,686,-17058,-2456
13:20:24,743,-17054,-2436
13:20:24,743,-17054,-2436
13:20:24,743,-17054,-2436
13:20:24,743,-17054,-2436
13:20:24,751,-17065,-2468
13:20:24,751,-17065,-2468
13:20:24,751,-17065,-2468
13:20:24,751,-17065,-2468
13:20:24,903,-17075,-2503
13:20:24,903,-17075,-2503
13:20:24,903,-17075,-2503
13:20:24,903,-17075,-2503
13:20:24,1001,-17090,-2511
13:20:24,1001,-17090,-2511
13:20:24,1001,-17090,-2511
13:20:24,1001,-17090,-2511
13:20:24,966,-17083,-2509
13:20:24,966,-17083,-2509
13:20:24,966,-17083,-2509
13:20:24,966,-17083,-2509
13:20:24,915,-17060,-2464
13:20:24,915,-17060,-2464
13:20:24,915,-17060,-2464
13:20:24,915,-17060,-2464
13:20:24,1015,-17038,-2380
13:20:24,1015,-17038,-2380
13:20:24,1015,-17038,-2380
13:20:24,1015,-17038,-2380
13:20:24,1062,-17013,-2314
13:20:24,1062,-17013,-2314
13:20:24,1062,-17013,-2314
13:20:24,1062,-17013,-2314
13:20:24,1175,-16976,-2267
13:20:24,1175,-16976,-2267
13:20:24,1175,-16976,-2267
13:20:24,1175,-16976,-2267
13:20:24,1173,-16971,-2207
13:20:24,1173,-16971,-2207
13:20:24,1173,-16971,-2207
13:20:24,1173,-16971,-2207
13:20:24,1184,-16946,-2181
13:20:24,1184,-16946,-2181
13:20:24,1184,-16946,-2181
13:20:24,1184,-16946,-2181
13:20:24,1204,-16938,-2139
13:20:24,1204,-16938,-2139
13:20:24,1204,-16938,-2139
13:20:24,1204,-16938,-2139
13:20:24,1341,-16934,-2110
13:20:24,1341,-16934,-2110
13:20:24,1341,-16934,-2110
13:20:24,1341,-16934,-2110
13:20:24,1330,-16932,-2079
13:20:24,1330,-16932,-2079
13:20:24,1330,-16932,-2079
13:20:24,1330,-16932,-2079
13:20:24,1358,-16925,-2060
13:20:24,1358,-16925,-2060
13:20:24,1358,-16925,-2060
13:20:24,1358,-16925,-2060
13:20:24,1384,-16913,-2030
13:20:24,1384,-16913,-2030
13:20:24,1384,-16913,-2030
13:20:24,1384,-16913,-2030
13:20:24,1409,-16917,-2037
13:20:24,1409,-16917,-2037
13:20:24,1409,-16917,-2037
13:20:24,1409,-16917,-2037
13:20:24,1480,-16900,-2020
13:20:24,1480,-16900,-2020
13:20:24,1480,-16900,-2020
13:20:24,1480,-16900,-2020
13:20:24,1470,-16911,-2024
13:20:24,1470,-16911,-2024
13:20:24,1470,-16911,-2024
13:20:24,1470,-16911,-2024
13:20:24,1511,-16893,-2019
13:20:24,1511,-16893,-2019
13:20:24,1511,-16893,-2019
13:20:24,1511,-16893,-2019
13:20:24,1577,-16903,-2012
13:20:24,1577,-16903,-2012
13:20:24,1577,-16903,-2012
13:20:24,1577,-16903,-2012
13:20:24,1630,-16913,-2015
13:20:24,1630,-16913,-2015
13:20:24,1630,-16913,-2015
13:20:24,1630,-16913,-2015
13:20:24,1625,-16904,-2010
13:20:24,1625,-16904,-2010
13:20:24,1625,-16904,-2010
13:20:24,1625,-16904,-2010
13:20:24,1612,-16904,-2006
13:20:24,1612,-16904,-2006
13:20:24,1612,-16904,-2006
13:20:24,1612,-16904,-2006
13:20:24,1647,-16886,-1982
13:20:24,1647,-16886,-1982
13:20:24,1647,-16886,-1982
13:20:24,1647,-16886,-1982
13:20:24,1672,-16882,-1931
13:20:24,1672,-16882,-1931
13:20:24,1672,-16882,-1931
13:20:24,1672,-16882,-1931
13:20:24,1729,-16866,-1898
13:20:24,1729,-16866,-1898
13:20:24,1729,-16866,-1898
13:20:24,1729,-16866,-1898
13:20:24,1689,-16845,-1866
13:20:24,1689,-16845,-1866
13:20:24,1689,-16845,-1866
13:20:24,1689,-16845,-1866
13:20:24,1802,-16846,-1842
13:20:24,1802,-16846,-1842
13:20:24,1802,-16846,-1842
13:20:24,1802,-16846,-1842
13:20:24,1753,-16837,-1819
13:20:24,1753,-16837,-1819
13:20:24,1753,-16837,-1819
13:20:24,1753,-16837,-1819
13:20:24,1684,-16883,-1906
13:20:24,1684,-16883,-1906
13:20:24,1684,-16883,-1906
13:20:24,1684,-16883,-1906
13:20:24,1763,-17035,-2292
13:20:24,1763,-17035,-2292
13:20:24,1763,-17035,-2292
13:20:24,1763,-17035,-2292
13:20:24,1737,-17193,-2694
13:20:24,1737,-17193,-2694
13:20:24,1737,-17193,-2694
13:20:24,1737,-17193,-2694
13:20:24,1754,-17264,-2864
13:20:24,1754,-17264,-2864
13:20:24,1754,-17264,-2864
13:20:24,1754,-17264,-2864
13:20:24,1686,-17273,-2910
13:20:24,1686,-17273,-2910
13:20:24,1686,-17273,-2910
13:20:24,1686,-17273,-2910
13:20:24,1638,-17255,-2864
13:20:24,1638,-17255,-2864
13:20:24,1638,-17255,-2864
13:20:24,1638,-17255,-2864
13:20:24,1684,-17226,-2802
13:20:25,1684,-17226,-2802
13:20:25,1684,-17226,-2802
13:20:25,1684,-17226,-2802
13:20:25,1695,-17177,-2712
13:20:25,1695,-17177,-2712
13:20:25,1695,-17177,-2712
